0.35965595246325377, 1.809010247992177e-10
0.4438345410620462, 3.795347844502748e-10
0.5673671517971479, 6.442391219145954e-10
0.6646310783540055, 8.540963173770412e-10
0.7910163929530353, 9.45143673159732e-10
1.2276637456684605, 9.226059770167219e-10
1.6474922876036056, 7.765871185903373e-10
2.2222298845196495, 4.623856670782233e-10
3.656183915904602, 1.3652814326827087e-10
4.566505740924911, 8.104637980773089e-11
5.879374876571465, 4.966888711139715e-11
8.016930650301283, 3.6597145405239725e-11
24.24951782106368, 8.982517916021403e-11
25.526853801289768, 1.0463952212211682e-10
59.9130362188829, 1.390685828002422e-10
350.1987728528836, 2.824589219811804e-11
457.39492301966146, 1.968100576155907e-11
635.9783611270672, 6.120416523172173e-12
785.5273132638474, 3.2125457047220122e-12
793.6010306975315, 3.0273910285675398e-12
862.4221811626242, 2.168497643363121e-12
1330.9480794134772, 3.873713340396106e-13
2140.967782426817, 5.206388838348554e-14
2733.1972429693965, 2.3788255288670084e-14
7025.620294861558, 3.5910731813493656e-16
